name,post_office,description,menu,address,phone,hours,page
일품각 본점,밀양우체국,농장에서 직접 무공해로 재배한 채소를 제공하는 농림축산식품부 안심식당,"돼지갈비(200g) \12,000ㅣ한우안창살(120g) \35,000",경상남도 밀양시 석정로 75,055-356-0053,11:30-15:00 / 17:00-21:00 일요일 휴무,55
천하왕소금구이,밀양우체국,건강한 돼지고기에 전문적인 숙성 비법을 더한 국내산 숙성 생고기 맛집,"숙성 삼겹살(130g) \9,000ㅣ천하모듬(소) \39,000",경상남도 밀양시 미리벌로2길 39,055-352-5552,17:00-23:00 2·4주 월요일 휴무,55
진미추어탕,밀양우체국,20년 전통 추억의 진한맛 가마솥 추어탕,"추어탕 \8,000ㅣ추어탕국수 \8,000",경상남도 밀양시 중앙로 66-7,055-354-4389,9:30-18:00 재료 소진 시 영업 종료,55
동부식육식당,밀양우체국,수요미식회 162회 출연! 3대째 이어온 밀양 향토관광음식 지정업소,"돼지국밥 \9,000ㅣ소곰탕 \10,000",,055-352-0023,10:00-15:30 / 17:00-19:00 월요일 휴무,55
해선원생아구찜,밀양우체국,밀양 토박이가 추천하는 생아구요리 맛집!,"아구수육(대) \75,000ㅣ아구찜(대) \45,000",경상남도 밀양시 삼문중앙로4길 12-4,,055-356-8819 (방문 전 영업 유무 확인 필요) 11:00-14:00 / 16:30-20:00 2·4주 월요일 휴무,56
하늘향기,사천우체국,삼천포 수산 시장에서 직접 공수해오는 생선구이 전문점,"생선구이정식 \9,000ㅣ고등어조림정식 \12,000",경상남도 사천시 곤명면 완사1길 10,055-855-1470,11:00-15:00,56
사남오리하우스,사천우체국,간장을 베이스로하는 얇게 썬 오리불고기로 많은 사람들에게 인기 있는 맛집,"오리야채불고기 2인 \43,000 3-4인 \53,000ㅣ염소야채불고기 2인 \79,000",경상남도 사천시 용현면 진삼로 947,055-854-4545,10:00-22:00 20:30 라스트오더,56
염소빵,사천우체국,르꽁드블루 출신의 파티쉐가 만드는 서두르지 않으면 매진되는 빵집 핫플!,"스피니치샌드위치 \6,500ㅣ에그타르트 \3,000ㅣ파칸타르트 \4,000ㅣ몽블랑 \5,500",경상남도 사천시 사남면 유천길 73-12,055-855-6200,07:00-18:00 매주 목 금 토만 운영(일 월 화 수 휴무),56
오서방횟집,사천우체국,국내산 신선한 제철 생선 모듬회와 푸짐한 밑반찬 제공,"모듬회(소) \60,000ㅣ회덮밥 \15,000",경상남도 사천시 서포면 서포로 259,055-855-0177,11:30-15:00 / 17:00-20:30 2·4주 월요일 휴무,57
사천할매콩나물국밥,사천우체국,30년 전통 든든한 아침을 매일 먹을 수 있는 콩나물국밥 맛집,"콩나물국밥 \7,000ㅣ계란말이 \7,000",경상남도 사천시 서포면 서포로 294-1,055-852-0522,06:00-21:00,57
옛날짜장금호각,사천우체국,그때 그 시절 추억의 옛날 짜장면이 먹고 싶을 때 찾는 현지인 맛집,"짜장면 \6,000ㅣ직접 갈아만든 콩국수 \8,000",경상남도 사천시 서포면 서포로 333,055-855-1270,11:00-15:00 2·4주 화요일 휴무,57
약초와버섯골식당,산청우체국,산청 동의보감촌 맛집에서 먹은 잊을 수 없는 1++ 한우버섯전골의 맛!,"약초와버섯샤브샤브 \17,000ㅣ한우불고기전골 \14,000ㅣ약초버섯비빔밥 \8,000",경상남도 산청군 동의보감로555번길 35,055-973-4479,월 11:30-13:30 화-금 11:30-14:30 토-일 11:30-18:30 마감 30분전 라스트오더,57
일신식당,산청우체국,70년 전통의 산청 민물고기 매운탕 맛집!,"쏘가리탕(소) \80,000~ㅣ메기탕(소) \40,000~ㅣ어탕칼국수 \10,000",경상남도 산청군 생초면 산수로 1022-1,0507-1417-2175,08:30-19:00,58
산청엔 흑돼지,산청우체국,순수 누렁이 한우와 황매산 방목 흑돼지를 엄선한 가든식 음식점,"흑돼지 오겹살(150g) \ 13,000ㅣ양념갈비(180g) \ 13,000",경상남도 산청군 산천읍 꽃봉산로 115,0507-1447-8289,11:30-14:00 / 17:00-21:00 월요일 휴무,58
화계식육식당,산청우체국,신선한 고기와 밑반찬이 제공되는 산청 흑돼지 전문식당,"한우 차돌박이 1인분 \15,000ㅣ흑돼지 삼겹살 1인분 \12,000",경상남도 산청군 금서면 동의보감로 1055,055-973-6025,09:00-19:00,58
원지한우생고기식육식당,산청우체국,신선한 소고기를 즉석에서 맛볼 수 있는 가성비 식육식당,"갈비살 \27,000ㅣ육회비빔냉면 \11,000",경상남도 산청군 원지로 70 백마건설중기,055-973-4881,11:00-15:00 / 17:00-21:00 월요일 휴무,58
나들목아구찜,산청우체국,평일 점심에도 만석인 생아구의 진정한 맛을 느낄 수 있는 집!,"아구수육(소) \50,000ㅣ아구찜(소) \40,000",경상남도 산청군 신안면 신차로 17,055-973-8005,09:00-20:00,59
장안식당,산청우체국,두꺼운 흑돼지 삼겹살을 맛볼 수 있는 감성 가득한 식당!,"소고기구이 \27,000ㅣ차돌박이 \17,000",경상남도 산청군 산청읍 꽃봉산로91번길 26-4,055-973-9277,17:00-21:30,59
요리사회초밥,의령우체국,여러가지 푸짐한 반찬과 신선한 회를 즐길 수 있고 가족모임에도 좋은 의령 맛집!,"회정식 \25,000ㅣ회덮밥 \15,000ㅣ모듬회 \60,000~",경상남도 의령군 의령읍 의병로 282-8,055-574-9922,10:30-14:30 / 16:30-21:30 일요일 휴무,59
솥밭돼지국밥,의령우체국,의령에 오면 꼭 소개해주는 의령우체국 인근 의령전통시장 안 숨은 맛집!,"순대국밥 \9,000ㅣ돼지국밥 \9,000",경상남도 의령군 의령읍 의병로20길 26,055-573-8662,10:00-14:00,59
자굴산촌국수,의령우체국,가성비 있는 의령의 국수 맛집!,"물국수 \5,500ㅣ비빔국수 \6,500",경상남도 의령군 칠곡면 칠곡로 54,055-574-4444,10:00-14:00,60
서진식당,의령우체국,야들야들한 고기가 맛있는 한우양지곰탕 맛집!,"한우양지사골곰탕 \12,000ㅣ한우양지사골국수 \10,000",경상남도 의령군 칠곡면 자굴산로 98,0507-1363-0116,08:30-21:00 화요일 정기휴무,60
중동식당,의령우체국,의령 3대 소고기국밥 중 1곳! 우리 한우를 사용하는 전통 소국밥 맛집!!,"소고기국밥 \10,000ㅣ곰탕 \11,000",경상남도 의령군 의령읍 충익로 47-14,055-572-3377,06:30-20:00,60
따뜻한공간 쉼,의령우체국,"고급원두로 지친 일상을 달래주는 아늑한 힐링카페, 쉼","아메리카노 \2,800ㅣ에이드 \4,000ㅣ와플 \4,500ㅣ프라페 \4,400",경상남도 의령군 의령읍 의병로14길 24,055-572-0745,10:00-21:00 월요일 휴무,60
창녕대가,창녕우체국,"넓은공간과 주차장, 단체모임 가족외식에도 좋은 한우전문 소고기구이 맛집!","스페셜한우120g \26,000ㅣ한우등심+특수부위120g \22,000ㅣ한우모듬120g \19,000",경상남도 창녕군 창녕읍 화왕산로 66,055-532-3301,11:30-22:00,61
원아구찜,창녕우체국,산지 직송 국내산 아구만을 사용하는 믿고 먹는 맛집!,"아구찜/대구찜(소) \28,000ㅣ아구탕 \9,000",경상남도 창녕군 창녕읍 종로5,055-532-2236,10:00-22:00,61
진미국밥,창녕우체국,진~한 국물과 정직하고 맛있는 국밥과 순대를 맛볼 수 있는 맛집!,"고기국밥 \9,000ㅣ순대국밥 \9,000ㅣ정통순대 \18,000ㅣ수육 \25,000~",경상남도 창녕군 창녕읍 우포2로 1198,010-4645-5983,10:00-21:00 2·4주 일요일 휴무,61
양반청국장,창녕우체국,창녕대표 향토음식점으로 청국장과 솥밥 고추장불고기 조합은 갓성비!,"청국장 정식 \10,000ㅣ차돌된장정식 \12,000",경상남도 창녕군 창녕읍 화왕산로 64,0507-1443-0175,11:30-15:00 / 17:00-20:30,61
부잣집보쌈,창녕우체국,사장님 손맛으로 몸에 좋은 음식을 맘껏 즐길 수 있는 인테리어와 뷰가 멋진 맛집,"함흥회냉면 \9,000ㅣ육개장 \9,000ㅣ부잣집보삼 \40,000~ㅣ해물보쌈 \40,000~",경상남도 창녕군 영산면 유생길 5,055-536-4383,11:30-21:00,62
화왕산청국장마을,창녕우체국,옛 추억 가득 담긴 오리불고기와 청국장이 맛있는 집!,"오리불고기(중) \25,000ㅣ청국장정식 \8,000",경상남도 창녕군 계성면 계성화왕산로 287-7,055-521-3337,10:30-20:00,62
화정식당,하동우체국,11가지 기본 반찬에 노릇노릇 구운 생선구이 정식이 맛있는 곳,"생선구이정식 \15,000",경상남도 하동군 하동읍 중앙2길 6-7,055-883-5123,06:00-21:00,62
만지횟집,하동우체국,섬진강에서 자란 재첩과 자연산 참게를 사용한 건강한 맛집!,"참게탕 \35,000ㅣ재첩모듬정식 \20,000ㅣ재첩국 \12,000ㅣ참게가리장국 \35,000",경상남도 하동군 하동읍 섬진강대로 2485,055-883-2020,09:00-21:00,62
하양,하동우체국,신선한 재료와 정갈한 반찬 생선구이 맛집!,"돌솥밥 \12,000ㅣ돌솥밥+생선구이 \18,000",경상남도 하동군 하동읍 부두길 12,055-884-1053,06:00-21:00,63
백년국밥,하동우체국,하동 올 때마다 들리게 되는 소문난 국밥 찐 맛집!,"돼지국밥 \8,000ㅣ수육 \20,000~",경상남도 하동군 하동읍 시장3길 12,055-882-9988,10:00-21:00,63
섬진강횟집,하동우체국,건강하고 맛있는 하동군 참게가리장국 전문 맛집!,"참게가리장국/참게탕 \35,000ㅣ하동재첩국 \10,000",경상남도 하동군 하동읍 섬진강대로 2539-8,055-883-5527,08:30-21:00 비시즌 기간이 있어 방문 전 주문메뉴 확인 필요,63
유가네집밥,하동우체국,섬진강 따라가는 여행길을 즐겁게 하는 든든한 백반 정식,"백반정식 \10,000ㅣ비빔밥 \8,000",경상남도 하동군 하동읍 중앙1길 10-1,0507-1456-1266,09:30-23:00 일요일 휴무,63
가야반점짬뽕집,함안우체국,맵기 단계(눈물 조금-눈물 많이-눈물 콧물) 별로 즐기는 짬뽕 맛집,"짬뽕 \7,500ㅣ하얀짬뽕 \8,000",경상남도 함안군 함안대로 510,055-584-1253,11:00-20:30,64
자원오리성,함안우체국,넓은 정원과 마당이 있는 오리고기 맛집,"청둥오리탕 \9,000ㅣ청둥오리불고기 \35,000",경상남도 함안군 가야읍 한절골길 27-7,055-584-4441,11:00-19:00,64
순이네 시골집,함안우체국,집밥이 그리울 때 찾는 함안가야시장 가정식백반맛집,"연잎한상 \14,000ㅣ생선구이+된장 \10,000",경상남도 함안군 가야읍 중앙남길 18,055-585-4808,11:00-14:00 / 17:00-21:00 일요일 휴무,64
감나무집,함안우체국,몸보신이 필요할 때 찾는 맑은 국물 추어탕 맛집,"추어탕+돌솥밥 \8,000",,055-582-3002,10:00-19:00,64
대구식당,함안우체국,백종원 3대천왕에 출연했고 토렴한 한우소고기국밥이 일품인 손님이 끊이지 않는 맛집!,"한우국밥 \8,000ㅣ돼지불고기 \20,000",경상남도 함안군 북촌2길 50-29,055-583-4026,08:30-20:00 월요일 휴무,65
정성가득,함양우체국,이름 그대로 정성이 가득 담긴 집밥이 먹고 싶을 때 찾는 곳,"정식 \8,000ㅣ생선구이정식 \10,000",경상남도 함양군 함양읍 한들로 101,055-964-2335,10:00-14:30 일요일 휴무,65
동막골,함양우체국,"친절한 사장님이 만들어주는 다양한 메뉴, 특히 코다리찜과 갈비찜 모듬전(육전)추천","왕코다리찜정식(1인) \11,000ㅣ왕코다리찜(소) \30,000ㅣ갈비찜(소) \33,000ㅣ모듬전 \20,000",경남 함양군 함양읍 용평4길 5,055-963-3116,10:00-24:00,65
돌대가리,함양우체국,고기 맛 된장 맛 어느 하나 빠지지 않은 생고기 전문점 로컬 맛집!,"소갈비살150g \19,000ㅣ항정살150g \14,000ㅣ오겹살150g \11,000",경상남도 함양군 함양읍 고은로 66,055-963-6637,17:00-24:00 일요일 정기휴무,65
뼈대여행,함양우체국,지리산골 함양에 막창과 등갈비 맛집으로 유명한 곳,"등갈비 \10,000ㅣ갈매기살 \10,000ㅣ막창 \10,000ㅣ가브리살 \10,000",경남 함양군 함양읍 동위천1길 31,055-963-6089,16:00-23:00,66
노가면옥,함양우체국,지리산 흑돼지 · 갈비 · 냉면이 전문인 맛집,"수제양념돼지갈비 \12,000ㅣ오겹살 \11,000ㅣ물냉면 \8,000ㅣ비빔냉면 \9,000",경남 함양군 함양읍 용평길 35,055-964-0340,11:00-21:00,66
참숯골 합천본점,합천우체국,현지인들이 더욱 추천하는 합천지역 유명한 고기 맛집! 고기소진시 조기마감!,"숙성삼겹 \12,000ㅣ돼지갈비 \12,000ㅣ한치물회냉면 \12,000",경상남도 합천군 합천읍 옥산로 31,0507-1481-8593,11:00-14:00 / 17:00-21:00 20:00 라스트오더 화요일 휴무,66
만조횟집,합천우체국,여러가지 바다의 맛을 볼 수 있고 룸도 있어 모임에도 좋은 가성비 좋은 맛집,"모듬회 \60,000~ㅣ문어숙회 \40,000~ㅣ전복구이 \40,000~",경상남도 합천군 합천읍 옥산로 35-1,055-931-5414,11:50-14:00 / 17:00-21:30,66
행복가든,합천우체국,달짝찌근한 양념갈비가 맛있는 돼지갈비 맛집!,"돼지갈비 200g \11,000ㅣ삼겹살 200g \11,000",경상남도 합천군 합천읍 핫들1로 8,055-934-0007,12:00-21:00 화요일 휴무,67
민수네,합천우체국,사장님 손맛이 일품인 돼지주물럭 맛집! 밑반찬도 정성가득!,"돼지주물럭150g \11,000ㅣ삼겹살 150g \11,000",경상남도 합천군 합천읍 동서로60,055-933-3113,10:30-22:00,67
연하정,합천우체국,넉넉한 인심으로 집밥 감성을 느낄 수 있는 맛집!,"석쇠정식 \8,000ㅣ돼지찌개 \8,000",경상남도 합천군 쌍책면 성산큰길 19,055-931-5253,06:30-20:00 일요일 휴무,67
시장식육식당,합천우체국,동네 주민들이 숨겨 두고 찾는 양심 있는 가성비 맛집!,"삼겹살 1인분200g \10,000ㅣ한우생등심 1인분180g \30,000",경상남도 합천군 합천읍 문화로 29,055-933-0130,11:30-20:30,67
합천명품토종흑돼지,합천우체국,대장경테마파크 근처 군침도는 토종 흑돼지 구이 맛집!,"토종왕소금 150g \13,000ㅣ토종삼겹살 150g \13,000ㅣ한방쪽갈비 \40,000~",경상남도 합천군 가야면 가야시장로 106,0507-1308-6055,09:30-22:00,68
산골식당,합천우체국,황매산 바로 밑에 있는 따뜻한 집밥 맛집!,"정식 \8,000ㅣ김치찌개 \8,000ㅣ된장찌개 \8,000",경상남도 합천군 가회면 황매산로57,055-934-0744,10:00-21:00,68
