Province,Province_Code,Name
Valencia,val,Latte e Farina
Valencia,val,Lavoe Arroz y Mar
Valencia,val,Le Bar de Vins
Valencia,val,Lienzo
Valencia,val,Llisa Negra
Valencia,val,Los Madriles Taberna
Valencia,val,Los Porrones
Valencia,val,Ma Khin Café
Valencia,val,Maestro Bar
Valencia,val,Maipi
Valencia,val,Mala Hierba
Valencia,val,Maluquer Quatro
Valencia,val,Mamma Pazzo
Valencia,val,Manaw Nikkei Bar
Valencia,val,Marina Beach
Valencia,val,Marinetta Mia
Valencia,val,Marisquería Civera
Valencia,val,Marisquería La Caleta
Valencia,val,Maruxiña O New Furancho
Valencia,val,Mas Blayet
Valencia,val,Masusa Paella Bar
Valencia,val,Meat Market
Valencia,val,Memoria Gustativa
Valencia,val,Mengem
Valencia,val,Meraki
Valencia,val,Mevino
Valencia,val,Mey Mey
Valencia,val,Mil Grullas
Valencia,val,Momiji Atelier
Valencia,val,Mood Food
Valencia,val,Mundua Taberna
Valencia,val,Musuq
Valencia,val,Napicol
Valencia,val,No Bar
Valencia,val,Noble
Valencia,val,Nou Racó
Valencia,val,Nozomi Sushi Bar
Valencia,val,Nuria Brasserie
Valencia,val,Nuvó. Hotel One Shot Puerta Ruzafa
Valencia,val,Ona Cuina Oberta
Valencia,val,Origen
Valencia,val,Palace Fesol
Valencia,val,Palao Bistrot
Valencia,val,Pelayo Gastro Trinquet
Valencia,val,Pilsener
Valencia,val,Pirineos by Aroa
Valencia,val,Pizcueta 14
Valencia,val,Poble Nou
Valencia,val,Pope Ultramarinos
Valencia,val,Puerta de Hierro
Valencia,val,Puerta del Mar
Valencia,val,Punk-O Punk-O
Valencia,val,Q'Tomas?
Valencia,val,Qom
Valencia,val,Quina
Valencia,val,Racó del Turia
Valencia,val,Ramen Kuma
Valencia,val,Rausell
Valencia,val,Raíces Valencia
Valencia,val,Restaurant JM
Valencia,val,Restaurant Julio
Valencia,val,Restaurant Rioja. Hotel Rioja
Valencia,val,Restaurante Alquería del Brosquil
Valencia,val,Restaurante Ciro
Valencia,val,Restaurante El Cabanyal
Valencia,val,Restaurante Leo
Valencia,val,Restaurante Milán
Valencia,val,Restaurante Saiti
Valencia,val,Restaurante Zakaria
Valencia,val,Ricard Camarena Restaurant
Valencia,val,Riff
Valencia,val,Ryokō
Valencia,val,Ryukishin
Valencia,val,Saiki
Valencia,val,Samsha
Valencia,val,San Tommaso
Valencia,val,Sato Kaeru
Valencia,val,Serralunga Wine Bar
Valencia,val,Shinkai Tastem
Valencia,val,Sidrería El Molinón
Valencia,val,Simposio
Valencia,val,Somos Raro Restaurante
Valencia,val,Soqueta
Valencia,val,Sorsi e Morsi Russafa
Valencia,val,Sushitio
Valencia,val,Sutil
Valencia,val,Taberna Alkázar
Valencia,val,Taberna Amparín
Valencia,val,Taberna El Carrer Campanar
Valencia,val,Taberna Gallega
Valencia,val,Taberna Paraíso Travel
Valencia,val,Taberna Pare Pere El Cantonet
Valencia,val,Taj Mahal
Valencia,val,Taquería La Llorona
Valencia,val,Tatel Valencia
Valencia,val,Tavella Restaurant
Valencia,val,Toshi Restaurant
Valencia,val,Travieso Bar
Valencia,val,Tria
Valencia,val,Trinchera
Valencia,val,Ultramarinos Agustín Rico
Valencia,val,Ultramarinos Huerta
Valencia,val,Va de Bo
Valencia,val,Vaqueta Gastro Mercat
Valencia,val,Vermúdez
Valencia,val,Viejo Barrio
Valencia,val,Villa Indiano
Valencia,val,Vinorte Wine Bar
Valencia,val,Voltereta Bali
Valencia,val,Voltereta Manhattan
Valencia,val,Vuelve Carolina
Valencia,val,Xanglot
Valencia,val,Xaruga Restaurant
Valencia,val,Yarza
Valencia,val,Àtic Alameda
Vizcaya,viz,11 Aldeanos
Vizcaya,viz,Ahantz
Vizcaya,viz,Aitaren Boulevard
Vizcaya,viz,Aitor Rauleaga
Vizcaya,viz,Aixerrota
Vizcaya,viz,Akebaso
Vizcaya,viz,Akorda Taberna
Vizcaya,viz,Al Margen
Vizcaya,viz,Almiketxu
Vizcaya,viz,Almodobar
Vizcaya,viz,Amaren
Vizcaya,viz,Ambigú
Vizcaya,viz,Amillena
Vizcaya,viz,Andra Mari
Vizcaya,viz,Andraka Jatetxea
Vizcaya,viz,Antxoa Taberna
Vizcaya,viz,Ardi Beltz Taberna
Vizcaya,viz,Aretxondo
Vizcaya,viz,Arrantzale Gastrotaberna
Vizcaya,viz,Arrantzale Taberna
Vizcaya,viz,Arraun Jatetxea
Vizcaya,viz,Artebakarra
Vizcaya,viz,Asador Aramendi Berria
Vizcaya,viz,Asador Bidegain
Vizcaya,viz,Asador Bilbao Brasan
Vizcaya,viz,Asador Borda
Vizcaya,viz,Asador Cannon
Vizcaya,viz,Asador Etxebarri
Vizcaya,viz,Asador Guetaria
Vizcaya,viz,Asador Indusi
Vizcaya,viz,Asador Taskas
Vizcaya,viz,Aspaldiko
Vizcaya,viz,Atelier Etxanobe
Vizcaya,viz,Azurmendi
Vizcaya,viz,Bakea
Vizcaya,viz,Bar Americano at Hotel Ercilla
Vizcaya,viz,Bar El Eme
Vizcaya,viz,Bar El Globo
Vizcaya,viz,Bar Gaztandegi
Vizcaya,viz,Bar Los Botijos
Vizcaya,viz,Bar París
Vizcaya,viz,Basaguren Jatetxea
Vizcaya,viz,Baserri Maitea
Vizcaya,viz,Basquery
Vizcaya,viz,Bass Bilbao
Vizcaya,viz,Baste Taberna
Vizcaya,viz,Baster Bilbao
Vizcaya,viz,Basuki
Vizcaya,viz,Batzoki Miribilla
Vizcaya,viz,Beheko Sue
Vizcaya,viz,Bilbao Berria
Vizcaya,viz,Bilbao Urban Sagardotegi
Vizcaya,viz,Bistro Salitre
Vizcaya,viz,Bistró Guggenheim Bilbao
Vizcaya,viz,Bobby's Gourmet Barbecue
Vizcaya,viz,Bocoy
Vizcaya,viz,Bodega Charro
Vizcaya,viz,Boroa Jatetxea
Vizcaya,viz,Brasadero
Vizcaya,viz,Burgoa
Vizcaya,viz,Cafetería Florida
Vizcaya,viz,Cafetería Gorliz
Vizcaya,viz,Café Estoril
Vizcaya,viz,Café Iruña
Vizcaya,viz,Calcáreo
Vizcaya,viz,Casa Garras
Vizcaya,viz,Casa Leotta
Vizcaya,viz,Casa Roble
Vizcaya,viz,Casa de Marinos Uribekosta
Vizcaya,viz,Cevitxef
Vizcaya,viz,Coppola Bilbao
Vizcaya,viz,Cork
Vizcaya,viz,Cubita Bilbao
Vizcaya,viz,Dando la Brasa
Vizcaya,viz,De Santa Rosalía
Vizcaya,viz,Demaio
Vizcaya,viz,Demaio Jardines de Albia
Vizcaya,viz,El Arandia de Julen
Vizcaya,viz,El Bar de Rafa
Vizcaya,viz,El Huerto
Vizcaya,viz,El Mugi
Vizcaya,viz,El Paladar by Zuriñe García. Puente Colgante Boutique Hotel
Vizcaya,viz,El Puertito
Vizcaya,viz,El Txakoli de El Paladar
Vizcaya,viz,El Viejo Zortzi
Vizcaya,viz,Embarcadero Restaurante. Hotel Embarcadero
Vizcaya,viz,Eneko
Vizcaya,viz,"Eneko Basque Bilbao. Radisson Collection Hotel, Gran Vía Bilbao"
Vizcaya,viz,Eneperi
Vizcaya,viz,Ermintxo
Vizcaya,viz,Eskura
Vizcaya,viz,Etxoste
Vizcaya,viz,Euskalduna by Etxanobe
Vizcaya,viz,Forastera
Vizcaya,viz,Fuego Argentino
Vizcaya,viz,Garai Jatetxea
Vizcaya,viz,Garena
Vizcaya,viz,Gastronomía Bilbao
Vizcaya,viz,Gloria
Vizcaya,viz,Goizeko Izarra
Vizcaya,viz,Golfo Norte
Vizcaya,viz,Gon-Vaz Pulpería
Vizcaya,viz,Gose Smash Burgers
Vizcaya,viz,Gotzon Jatetxea
Vizcaya,viz,Goxo Break
Vizcaya,viz,Gozkoetxe Jatetxea
Vizcaya,viz,Grand Prix
Vizcaya,viz,Grecocina
Vizcaya,viz,Gure Etxea Jatetxea
Vizcaya,viz,Gure Etxea Taberna
Vizcaya,viz,Gure Toki
Vizcaya,viz,HDH Bilbao
Vizcaya,viz,Hambueysería Amaren
Vizcaya,viz,Himawari
Vizcaya,viz,Hondartzape
Vizcaya,viz,Ibaiondo
Vizcaya,viz,Ikuspegi Berria
Vizcaya,viz,India Town
Vizcaya,viz,Iruko by Sushi Gallery
Vizcaya,viz,Islares
Vizcaya,viz,Itxas Bide Deusto
Vizcaya,viz,Itxas Bide Restaurante
Vizcaya,viz,Itxas Bide Taberna
Vizcaya,viz,Itxas Gane
Vizcaya,viz,Iwasaki
Vizcaya,viz,Izu
Vizcaya,viz,Jardines Berria
Vizcaya,viz,Jateko Etxea
Vizcaya,viz,Jauregibarria
Vizcaya,viz,Jazminos
Vizcaya,viz,Kali Órexi by Labocatorio
Vizcaya,viz,Kanala Beach
Vizcaya,viz,Kantal
Vizcaya,viz,Kate Zaharra
Vizcaya,viz,Kerren Asador
Vizcaya,viz,Kimtxu
Vizcaya,viz,Kobika
Vizcaya,viz,Kokken
Vizcaya,viz,Kraken
Vizcaya,viz,Kuma
Vizcaya,viz,Kunel Donburi Bar
Vizcaya,viz,La Atómica
Vizcaya,viz,La Barra del Gourmet. El Corte Inglés
Vizcaya,viz,La Baskula
Vizcaya,viz,La Bodeguita del 12
Vizcaya,viz,La Brasa Canalla
Vizcaya,viz,La Despensa
Vizcaya,viz,La Despensa del Etxanobe
Vizcaya,viz,La Flaca
Vizcaya,viz,La Fábrica de Juan
Vizcaya,viz,La Gavilla
Vizcaya,viz,La Llama
Vizcaya,viz,La Oka Gastrobar
Vizcaya,viz,La Palma
Vizcaya,viz,La Pizarra
Vizcaya,viz,La Revelía
Vizcaya,viz,La Taberna de Zarate
Vizcaya,viz,La Taska de Isozaki
Vizcaya,viz,La Venta del Romerete
Vizcaya,viz,La Viña de Abelardo
Vizcaya,viz,La Viña del Ensanche
Vizcaya,viz,Lar
Vizcaya,viz,Las Lías
Vizcaya,viz,Las Nubes Café. El Corte Inglés Bilbao
Vizcaya,viz,Lasai
Vizcaya,viz,Los Fueros
Vizcaya,viz,Lucky Baster
Vizcaya,viz,Lukitxene. Escuela de Hostelería de Leioa
Vizcaya,viz,Lurrina
Vizcaya,viz,Maipu
Vizcaya,viz,Mandanga Hogar del Pescador
Vizcaya,viz,Marisquería Ipar Itxaso II
Vizcaya,viz,Markina
Vizcaya,viz,Martxo BGC
Vizcaya,viz,Mendi Goikoa Bekoa
Vizcaya,viz,Mendiondo
Vizcaya,viz,Mesón Arropain
Vizcaya,viz,Mina. Hotel Ercilla
Vizcaya,viz,Mokadu
Vizcaya,viz,Monocromo
Vizcaya,viz,Mr. Marvelous
Vizcaya,viz,Mugarra
Vizcaya,viz,Musume Izakaya
Vizcaya,viz,Nerua Guggenheim Bilbao
Vizcaya,viz,Nido
Vizcaya,viz,Nikkou
Vizcaya,viz,Nura
Vizcaya,viz,Odoloste
Vizcaya,viz,Ogoñope
Vizcaya,viz,Oh! Taku
Vizcaya,viz,Ola Martín Berasategui. Hotel Tayko Bilbao
Vizcaya,viz,Olio. The Artist Grand Hotel of Art
Vizcaya,viz,Palacio Larrea
Vizcaya,viz,Palacio San Joseren
Vizcaya,viz,Palacio Urgoiti
Vizcaya,viz,Palomita Bar
Vizcaya,viz,Parrillas del Mar
Vizcaya,viz,Perita
Vizcaya,viz,Perro Chico
Vizcaya,viz,Peso Neto
Vizcaya,viz,Petit Komité. Hotel Iraragorri
Vizcaya,viz,Pituko
Vizcaya,viz,Portuondo
Vizcaya,viz,Prim Erretegia
Vizcaya,viz,Pulcinella
Vizcaya,viz,Punkytxen
Vizcaya,viz,Ramen Keitoku
Vizcaya,viz,Ramen Shimoji
Vizcaya,viz,Regi Jatetxea
Vizcaya,viz,Remenetxe
Vizcaya,viz,Restaurante Aboiz
Vizcaya,viz,Restaurante Antsotegi. Hotel Antsotegi
Vizcaya,viz,Restaurante Begoña
Vizcaya,viz,Restaurante Boliña El Viejo
Vizcaya,viz,Restaurante El Caserío
Vizcaya,viz,Restaurante Karmelo
Vizcaya,viz,Restaurante La Escuela
Vizcaya,viz,Restaurante La Viña de Henao
Vizcaya,viz,Restaurante Luruna. Hotel Luruna Palacio Larrinaga
Vizcaya,viz,Restaurante Martín
Vizcaya,viz,Restaurante Mugarri
Vizcaya,viz,Rio Oja
Vizcaya,viz,Rola. Hotel Nafarrola
Vizcaya,viz,San Gotardo
Vizcaya,viz,San Mames Jatetxea
Vizcaya,viz,San Telmo Pastificio
Vizcaya,viz,Serantes
Vizcaya,viz,Skamata
Vizcaya,viz,Sokarrat
Vizcaya,viz,Solito Beach
Vizcaya,viz,Solomonk
Vizcaya,viz,Sorginzulo
Vizcaya,viz,Sukalde
Vizcaya,viz,Surfin' Tacos
Vizcaya,viz,Sustraiak
Vizcaya,viz,Síkera
Vizcaya,viz,Taberna Basaras
Vizcaya,viz,Taberna Eloy
Vizcaya,viz,Taberna Mikel Bengoa
Vizcaya,viz,Taberna Unai Jatetxea
Vizcaya,viz,Tamarises Izarra
Vizcaya,viz,Taroku
Vizcaya,viz,Tartar Taberna
Vizcaya,viz,Teike
Vizcaya,viz,Tellagorri
Vizcaya,viz,The Gallery. The Artist Grand Hotel of Art
Vizcaya,viz,The Rice Factory
Vizcaya,viz,Tipula Burger
Vizcaya,viz,Trozo Pizzería
Vizcaya,viz,Trueba
Vizcaya,viz,Txakoli Simón
Vizcaya,viz,Txanda
Vizcaya,viz,Txintxirri
Vizcaya,viz,Txirene
Vizcaya,viz,Txispa
Vizcaya,viz,Uarike
Vizcaya,viz,Urruti Taberna
Vizcaya,viz,Víctor Montes
Vizcaya,viz,Waman
Vizcaya,viz,Yandiola
Vizcaya,viz,Zapirain
Vizcaya,viz,Zarate
Vizcaya,viz,Zintziri Errota
Zaragoza,zgz,Absithium. Hotel Oriente
Zaragoza,zgz,Amaru
Zaragoza,zgz,Amor y Grasa Taberna Gastronómica
Zaragoza,zgz,Atípico
Zaragoza,zgz,Bistrónomo
Zaragoza,zgz,Bocadillos Nevada
Zaragoza,zgz,Café Chicago
Zaragoza,zgz,Casa Lac
Zaragoza,zgz,Casa Pedro
Zaragoza,zgz,Casa Unai
Zaragoza,zgz,Colette
Zaragoza,zgz,Crudo
Zaragoza,zgz,De Rechupete
Zaragoza,zgz,El Caserío
Zaragoza,zgz,El Chalet
Zaragoza,zgz,El Descorche
Zaragoza,zgz,El Rincón de Joselen
Zaragoza,zgz,Eleku Pinchos
Zaragoza,zgz,Extrem Gastro Bakery
Zaragoza,zgz,Gamberro
Zaragoza,zgz,Gente Rara
Zaragoza,zgz,Goralai
Zaragoza,zgz,La Bodega de Chema
Zaragoza,zgz,La Bodega de Jesús
Zaragoza,zgz,La Bodeguita del Medio
Zaragoza,zgz,La Cocina del Principal
Zaragoza,zgz,La Embajada
Zaragoza,zgz,La Nueva Karambola
Zaragoza,zgz,La Prensa
Zaragoza,zgz,La Rebotica
Zaragoza,zgz,La Scala
Zaragoza,zgz,La Senda
Zaragoza,zgz,Lokal
Zaragoza,zgz,Los Cabezudos
Zaragoza,zgz,Los Xarmientos Parrilla Aragonesa
Zaragoza,zgz,Mai Tai Exótico
Zaragoza,zgz,Maite
Zaragoza,zgz,Mazmorra
Zaragoza,zgz,Mesón Martín
Zaragoza,zgz,Mia Culpa
Zaragoza,zgz,Montal
Zaragoza,zgz,Méli-Mélo
Zaragoza,zgz,Nola Gras
Zaragoza,zgz,Origen 1952
Zaragoza,zgz,Pura Brasa
Zaragoza,zgz,Quema
Zaragoza,zgz,Restaurante El Cachirulo
Zaragoza,zgz,Restaurante El Candelas
Zaragoza,zgz,Restaurante Palomeque
Zaragoza,zgz,Restaurante Riskomar
Zaragoza,zgz,Restaurante Txalupa
Zaragoza,zgz,San Siro
Zaragoza,zgz,Saucco Restaurante
Zaragoza,zgz,Sophia Gastrobar
Zaragoza,zgz,Sr. Cachopo
Zaragoza,zgz,Symbol
Zaragoza,zgz,Uasabi
