City,Name,Michelin_Award,Green_Star,Repsol_Award,Worlds_50_Best_Rank,Steak_101_Rank,Notable_Wine_List,Cuisine,Price,Price_Tier,Address,Phone,Latitude,Longitude,Michelin_Url,Website,Sources,Description,Avg_Price_EUR,Price_Detail,Price_Source,Maps_Url
Lisbon,Pigmeu,Bib Gourmand,,,,,,Portuguese,A moderate spend,2,"Rua do 4 De Infantaria 68, Lisbon, 1350-274, Portugal",+351 21 825 2990,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/pigmeu,https://www.pigmeu.pt/,Michelin,"A few metres north of the leafy Jardim da Parada, in Lisbon’s Campo de Ourique district, there is a very simple restaurant where… the cooking and character matter far more than comfort! Everything revolves around pork (which partly explains the name of the place), a product that Chef Miguel Azevedo Peres and his executive chef Alexandre Ballarin uses in its entirety, from snout to tail. On the menu, you will find the house classics, such as Torresmo do Rissol (crispy pork crackling), Croquetes do Pigmeu (Pigmeu croquettes), and the popular Bifana Porcalhona (a hearty pork sandwich), along with some delicious offal dishes that you simply must try.",42,€40-45 pp; set lunch €17; small plates from €4.80,michelin / enprimeurclub,https://www.google.com/maps/search/?api=1&query=Pigmeu%2C%20Rua%20do%204%20De%20Infantaria%2068%2C%20Lisbon%2C%201350-274%2C%20Portugal
Lisbon,Zunzum Gastrobar,Bib Gourmand,,,,,,Contemporary,A moderate spend,2,"Avenida Infante D. Henrique. Doca do Jardim do Tabaco, Lisbon, 1100-651, Portugal",+351 915 507 870,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/zunzum-gastrobar,https://www.zunzum.pt/,Michelin,"In this elegant restaurant full of light, set in a modern, fully glazed building near the Lisbon Cruise Terminal (opposite the intriguing Museu do Lactário), the famous Chef Marlene Vieira makes a case for a top-notch contemporary concept, always grounded in the traditional Portuguese culinary repertoire, yet open to inspiration from other cuisines around the globe. It is surprising both due to its interior décor, dominated by white and red tones, and its pleasant terrace overlooking the Tagus. Interesting dishes? Algarve pink prawns with seaweed and lemon butter; Alentejo pork chop with fried polenta and roasted pepper ketchup; creamy shellfish and coriander rice...",45,avg €45,thefork / zunzum.pt,https://www.google.com/maps/search/?api=1&query=Zunzum%20Gastrobar%2C%20Avenida%20Infante%20D.%20Henrique.%20Doca%20do%20Jardim%20do%20Tabaco%2C%20Lisbon%2C%201100-651%2C%20Portugal
Lisbon,100 Maneiras,Selected,,,,,,Creative,Spare no expense,4,"Rua do Teixeira 39, Lisbon, 1200-459, Portugal",+351 910 918 181,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/100-maneiras,https://www.100maneiras.com/,Michelin,"The culinary concept behind 100 Maneiras is one of absolute freedom – one that constantly takes risks and seeks to provoke a strong reaction and to leave a lasting mark with guests, often via ingredients referred to as ""from the future"" or that are little known.Everything here revolves around chef Ljubomir Stanisic, a native of Sarajevo (Bosnia-Herzegovina), who arrived in Portugal in his late-teens following the war in his country, healing the wounds of his soul by devoting himself to cooking. His different tasting menus The Story, Echoes of 100 (vegetarian) and Lunch Short Story (served exclusively for lunch on Fridays and Saturdays), are based around innovative cuisine with a constant nod (both physical and emotional) to his origins, although influences from his adopted homeland and further afield are also evident. His more traditional starters and desserts also have an interesting twist given that he used to make these with his mother!",160,"The Story 17 moments €160; ""Short Story"" €130; vegetarian ""Echoes of 100"" €125",100maneiras.com / theworlds50best,https://www.google.com/maps/search/?api=1&query=100%20Maneiras%2C%20Rua%20do%20Teixeira%2039%2C%20Lisbon%2C%201200-459%2C%20Portugal
Lisbon,BAHR,Selected,,,,,,Portuguese,Special occasion,3,"Praça Luís De Camões 2, Lisbon, 1200-243, Portugal",+351 21 340 8253,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/bahr,https://www.bahr.pt/,Michelin,"Located on the top floor of the Bairro Alto Hotel (hence the origin of its name) and featuring a kitchen that opens onto the dining room, BAHR describes itself as a “bohemian and irreverent space”. At lunchtime it offers a much more informal market-inspired “executive menu”, with more elaborate, exclusively à la carte dishes in the evening, but all featuring the very best ingredients.",55,"Michelin €€€; evening à la carte; informal lunch ""executive menu"" (items €15-18.50)",bahr.pt / michelin,https://www.google.com/maps/search/?api=1&query=BAHR%2C%20Pra%C3%A7a%20Lu%C3%ADs%20De%20Cam%C3%B5es%202%2C%20Lisbon%2C%201200-243%2C%20Portugal
Lisbon,JNĉQUOI Fish,Selected,,,,,,Seafood,Spare no expense,4,"Av. da Liberdade, 189, Lisbon, 1250-096, Portugal",+351 21 593 1000,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/jncquoi-fish,https://www.jncquoihouse.com/en/food-drinks/jncquoi-fish/32/,Michelin,"It is located in the small, luxurious JNĉQUOI House hotel and shares its address with the more gastronomic proposal of the award-winning chef Filipe Carvalho, JNĉQUOI Table, both led by him. As the name suggests, the proposal revolves around the maritime world and backs a broad variety of fish and seafood, displayed as soon as you enter in an appealing showcase. In a spacious Mediterranean-styled setting with a glass-walled kitchen at the back, where you can watch the sizeable team in action, the offering is exclusively à la carte and includes grilled options, salt-baked dishes, and wood-fired preparations… Dishes not to miss? Carabineiro (scarlet prawn) with creamy lemon rice, his Fatiado de peixe (sliced fish) with caviar, ginger and fine herbs, and, for dessert, Pão de leite no forno (oven-baked milk bread) with crème anglaise and cream cheese.",69,"avg €69; à la carte only, fish by weight",thefork / michelin,https://www.google.com/maps/search/?api=1&query=JN%C4%89QUOI%20Fish%2C%20Av.%20da%20Liberdade%2C%20189%2C%20Lisbon%2C%201250-096%2C%20Portugal
Lisbon,O Frade,Selected,,,,,,Regional Cuisine,A moderate spend,2,"Calçada da Ajuda 14, Lisbon, 1300-006, Portugal",+351 939 482 939,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/o-frade,https://fraderestaurante.com/,Michelin,"This small corner establishment, located by the impressive Museu Nacional dos Coches (with royal carriages from the 16th to 19th centuries), is certainly charming, as it recreates something of the typical atmosphere of Alentejo taverns, with simple decorative details alluding to the process of making the famous “vinho da talha,” a historical wine produced in large clay amphorae following Roman tradition, now a regional classic. Inside, with a U-shaped counter surrounded by stools, they offer a small menu of traditional Alentejo dishes, such as razor clams in a garlic and wine sauce (à bulhão pato) or Frade-style duck rice — many dishes are prepared by the chef right before your eyes!",32,avg €25-35; small Alentejo menu,thefork / mesprestiges,https://www.google.com/maps/search/?api=1&query=O%20Frade%2C%20Cal%C3%A7ada%20da%20Ajuda%2014%2C%20Lisbon%2C%201300-006%2C%20Portugal
Lisbon,O Talho,Selected,,,,,,Meats and Grills,Special occasion,3,"Rua Carlos Testa 1, Lisbon, 1050-046, Portugal",+351 21 315 4105,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/o-talho,https://www.otalho.pt/,Michelin,"Entering a restaurant through a butcher’s shop (“talho” in Portuguese) provides a clue as to the focus here and is a guarantee that the meat quality will be high and that it comes directly from the source! And it is in this modern yet at the same time informal space that chef Kiko offers his unique cuisine to guests through superb dishes prepared in an exceptional way. Meat-lovers can savour irresistible choices such as picanha from Uruguay, Galician 60-day dry aged T-bone, and A5 Kobe flank, considered one of the world’s best cuts of meat. Meat can also be purchased to be cooked at home.",55,"Michelin €€€; tartare €29.80, oxtail €31.20, croquettes €9.80",otalho.com / tripadvisor,https://www.google.com/maps/search/?api=1&query=O%20Talho%2C%20Rua%20Carlos%20Testa%201%2C%20Lisbon%2C%201050-046%2C%20Portugal
Lisbon,Plano,Selected,,,,,,Contemporary,Special occasion,3,"Rua da Bela Vista à Graça 126, Lisbon, 1170-075, Portugal",+351 933 404 461,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/plano,https://www.planorestaurante.com/,Michelin,"Chef Vítor Adão, from Trás-os-Montes, has roots firmly anchored in tradition and the provenance of his produce. After stints at renowned restaurants, he opened his own place in a less touristy area, showcasing the heritage of his homeland in dishes such as snacks served on a map referencing the different Trás-os-Montes regions and Javali, wild boar, with cauliflower purée, cooking juices and blackberries. The offering is built around two surprise tasting menus (7 or 10 moments), which vary according to producers’ availability. In a minimalist, elegant setting with vaulted ceilings and exposed brick, the dining room shares space with countless jars of pickles that reinforce the connection to the land. A lovely terrace invites you to dine outdoors, especially on summer evenings!",95,Menu Origens (7 moments) €95; 10-moment menu higher,planorestaurante.com / thefork,https://www.google.com/maps/search/?api=1&query=Plano%2C%20Rua%20da%20Bela%20Vista%20%C3%A0%20Gra%C3%A7a%20126%2C%20Lisbon%2C%201170-075%2C%20Portugal
Lisbon,Santa Joana,Selected,,,,,,Contemporary,A moderate spend,2,"Rua de Santa Marta 61B, Lisbon, 1059-002, Portugal",+351 21 155 5582,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/santa-joana,https://www.santajoanalisboa.com/,Michelin,"Inside the Locke de Santa Joana hotel, a 17th-century convent that now blends past and present, you will find a restaurant you simply must visit, with premises full of personality. The menu, signed by chef Nuno Mendes, seeks to honour the city’s distinct cultural influences in order to tell stories with soul, both of yesterday and of today; always, however, with a contemporary touch and international nuances that speak of the cook’s journey. A recommendation? Try his Berbigão da costa (coastal cockles), caldo Bulhão-Pato (Bulhão Pato broth), croutons and sea herbs, because… it comes with a sauce that is truly addictive!",38,avg €38; sharing format,thefork / michelin,https://www.google.com/maps/search/?api=1&query=Santa%20Joana%2C%20Rua%20de%20Santa%20Marta%2061B%2C%20Lisbon%2C%201059-002%2C%20Portugal
Lisbon,Suba,Selected,,,,,,Contemporary,Special occasion,3,"Tv. da Portuguesa 53, Lisbon, 1200-401, Portugal",+351 21 157 3055,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/suba,https://www.subarestaurante.com/,Michelin,"It is installed on the ground floor with an entrance independent from the luxurious hotel Verride Palácio de Santa Catarina — an elegant eighteenth‑century palace. At the head of the kitchen is chef Fábio Alves, from Trás‑os‑Montes, who seeks to recall recipes from his native region through authentic flavours and aromas — as in the starters served in a glass box, with small snacks of Alheira (smoked bread‑and‑meat sausage), bacalhau (salt‑cod), tomato, broa (cornbread), folar (Easter loaf) and azeitona (olive). However, the menu does not forget dishes from the rest of the country, nor the magnificent fish from the Portuguese coast, such as the appealing course comprising Atlantic fish, millet and razor clam. The offering, presented with a modern touch, is composed of three tasting menus (Full Experience, 5 or 4 courses) and a reduced à la carte menu with vegetarian options. At the end, go up to the incredible panoramic terrace and enjoy 360º views over the beautiful city of Lisbon. But note if you wish to go as a family, as only children aged 12 and over are accepted!",95,"4-course €80; 5-course and 8-course ""Full Experience"" higher",verridesc.pt / thefork,https://www.google.com/maps/search/?api=1&query=Suba%2C%20Tv.%20da%20Portuguesa%2053%2C%20Lisbon%2C%201200-401%2C%20Portugal
Lisbon,Terroir,Selected,,,,,,Modern Cuisine,Special occasion,3,"Rua da Madalena, 271, Lisbon, 1100-321, Portugal",+351 926 312 647,,,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/terroir,https://www.terroirrestaurante.com/,Michelin,"Now at a new address, within the Madalena Beautique Hotel and just a few metres from several of the city’s tourist spots, this restaurant reasserts the character of Portuguese cooking enriched with subtle international touches. The kitchen, led by chef Guilherme Sousa, who has worked with teams at renowned restaurants in Portugal such as Fifty Seconds, Fortaleza do Guincho and Ocean, bases its concept on seasonal produce and memories of his childhood. Here, the offering comes as two surprise tasting menus (5 or 8 moments), both also available in a vegetarian version.",95,5 moments €95; 8 moments €115; lunch menu €27.50; pairings €55/€75,terroirrestaurante.com / publico.pt,https://www.google.com/maps/search/?api=1&query=Terroir%2C%20Rua%20da%20Madalena%2C%20271%2C%20Lisbon%2C%201100-321%2C%20Portugal
Porto,OMA,Bib Gourmand,,,,,,Contemporary,A moderate spend,2,"Rua De Oliveira Monteiro, 183, Porto, 4050-442, Portugal",+351 912 000 099,,,https://guide.michelin.com/en/porto-region/porto/restaurant/oma-1203846,https://omarestaurante.pt/,Michelin,"This establishment is run by Chef Luís Moreira and his partner, Ana Silveira, who recently left a small village to venture into urban life in Porto — and there is no doubt they have been warmly welcomed. They both aim to share their experiences in the different cities where they have lived, including Germany (hence the name of the restaurant, meaning “grandmother” in German). The chef offers a style of cooking that blends local produce with modern techniques, imparting a personal flair. Here, a journey of flavours is guaranteed, beginning with Asia (a destination the chef hopes to explore) via one of the appetisers: a Chawanmushi with tuna and dashi. It then heads to Portugal, featuring National beef sirloin with roasted aubergine, bomba rice and wild mushrooms, and concludes in the Azores, with a dessert of pineapple, pink peppercorns and mascarpone.",70,"tasting €60-87 (""Viagem IDA e volta"" €87); executive lunch €16; pairing €40",thefork / michelin,https://www.google.com/maps/search/?api=1&query=OMA%2C%20Rua%20De%20Oliveira%20Monteiro%2C%20183%2C%20Porto%2C%204050-442%2C%20Portugal
Porto,Pátio 44,Bib Gourmand,,,,,,Traditional Cuisine,On a budget,1,"Passeio De São Lázaro, 44, Porto, 4000 508, Portugal",+351 910 524 754,,,https://guide.michelin.com/en/porto-region/porto/restaurant/patio-44,,Michelin,"A restaurant that pleasantly surprises, both for the skill and quality of its produce and for its unassuming façade. This venture, conceived by three friends who crossed paths behind the scenes during a previous project, is led by chef Simão Soares in the kitchen and focuses on traditional Portuguese cuisine, enriched with modern techniques and unique flavours. In a space that reflects the philosophy – simple, welcoming and unpretentious – a concise yet distinctive menu is presented, featuring standout dishes such as sweet potato with beetroot, beef liver served with potato mille-feuille, and the delicate rum and sultana dessert. The venue also features an outdoor terrace, perfect for sunny days and for enjoying one of the creative cocktails on offer!",27,avg €25-30; Michelin single-€ tier,thefork / enprimeurclub,https://www.google.com/maps/search/?api=1&query=P%C3%A1tio%2044%2C%20Passeio%20De%20S%C3%A3o%20L%C3%A1zaro%2C%2044%2C%20Porto%2C%204000%20508%2C%20Portugal
Porto,Almeja,Selected,,,,,,Contemporary,A moderate spend,2,"Rua Fernandes Tomás 819, Porto, 4000-219, Portugal",+351 22 203 8120,,,https://guide.michelin.com/en/porto-region/porto/restaurant/almeja,https://www.almejaporto.com/,Michelin,"It’s housed in a building that used to be a traditional coffee and tea shop on the outskirts of Bolhão (the place that gives its name to one of its executive menus). Chef João Cura, after gaining experience in prestigious restaurants in Spain, decided to embark on his own project alongside his wife, Sofia Amaral — who runs the dining room. The concept is grounded in seasonal cuisine and, before designing the menu, the freshest products are selected from local producers. Originality and flavour abound in the chef’s signature creations, which can be enjoyed as a 10-course tasting menu, the Bolhão and Trindade menus (available only on weekdays), or à la carte options. Enjoy the experience in the garden — it’s charming!",50,10-course tasting ~€55; avg €45; weekday Bolhão/Trindade menus cheaper,thefork / portugalconfidential,https://www.google.com/maps/search/?api=1&query=Almeja%2C%20Rua%20Fernandes%20Tom%C3%A1s%20819%2C%20Porto%2C%204000-219%2C%20Portugal
Porto,Apego,Selected,,,,,,Creative,A moderate spend,2,"Rua de Santa Catarina 1198, Porto, 4000-457, Portugal",+351 937 172 342,,,https://guide.michelin.com/en/porto-region/porto/restaurant/apego,https://apegorestaurante.com/,Michelin,"Allow yourself to be won over by this small bistro, a little away from the city centre yet with a welcoming atmosphere, endowed with special charm and singular décor. Here, the talented Chef Aurora Goy pays homage to her Luso-French roots and explores unique flavours through refined techniques, enhancing both taste and presentation. The offering comprises two tasting menus, Apego (“Attachment”) – 5 courses – and Desapego (“Detachment”) – 7 courses – essentially based on vegetables from local producers. A recommendation? Add to your experience the hake ravioli, prawn crudo, miso aubergine and bisque, and the 70 % Costa Rican chocolate with yuzu, kumquat and bacon ice cream… you certainly won’t regret it!",75,"Apego 5-course €65; ""Desapego"" 7-course €90; pairing €35; avg €80",apegorestaurante.com / thefork,https://www.google.com/maps/search/?api=1&query=Apego%2C%20Rua%20de%20Santa%20Catarina%201198%2C%20Porto%2C%204000-457%2C%20Portugal
Porto,Atrevo,Selected,,,,,,Contemporary,A moderate spend,2,"Rua de Morgado de Mateus 51, Porto, 4000-334, Portugal",+351 934 214 652,,,https://guide.michelin.com/en/porto-region/porto/restaurant/atrevo,https://atrevorestaurante.com/,Michelin,"The name says almost everything; however, if you still have doubts, there is nothing better to clarify its philosophy than the words of chef Rita Magro herself, who leads the project: “Nothing is too bold for those who dare to try everything”. Indeed, after being recognised with the MICHELIN Young Chef Award 2024 (when she was chef Vítor Matos’s right-hand at Blind), we see that… Rita Magro is now flying solo! The venue, rather compact, unfolds across three clearly distinct spaces: a front room with a support counter, a small room at the back and, lastly, the kitchen, fitted with a Japanese-style counter where you can also sit to watch her work up close. The offering, with à la carte service (we really enjoyed her Cachaço de bacalhau (salt-cod collar), açorda (bread-and-garlic mash, tomato, yolk & coriander) and a tasting menu (Atrevido, with 6 courses ), is the work of a contemporary kitchen that exalts Portugal’s culinary essence while incorporating a few fusion touches.",55,Menu Atrevido 6-course €65; à la carte avg €35,thefork / michelin,https://www.google.com/maps/search/?api=1&query=Atrevo%2C%20Rua%20de%20Morgado%20de%20Mateus%2051%2C%20Porto%2C%204000-334%2C%20Portugal
Porto,Bistrô Severo,Selected,,,,,,Traditional Cuisine,A moderate spend,2,"Rua De Ricardo Severo 141, Porto, 4050-515, Portugal",+351 22 967 7000,,,https://guide.michelin.com/en/porto-region/porto/restaurant/bistro-severo,https://www.palacetesevero.com/,Michelin,"If you are seeking a small oasis of tranquillity in the city for a meal, there is an excellent option at Palacete Severo, a welcoming boutique hotel that houses both this restaurant and the gastronomic Éon. Taken together, it reflects chef Tiago Bonito’s more informal proposal, set in a pleasant interior courtyard with a panoramic glass roof, walls beautifully decorated with Portuguese tiles and a lovely fountain to one side. The proposal, which champions traditional cooking with dishes such as Amêijoas à “Bulhão Pato” (clams in a garlic-and-coriander sauce) or Paletilha de cordeiro de leite (suckling lamb shank), is complemented by an enticing executive lunch menu (you may choose between 2 or 3 courses).",45,NO PRICE PUBLISHED - estimated from Michelin €€ band; 2 or 3-course executive lunch,ESTIMATE (michelin / palacetesevero.com),https://www.google.com/maps/search/?api=1&query=Bistr%C3%B4%20Severo%2C%20Rua%20De%20Ricardo%20Severo%20141%2C%20Porto%2C%204050-515%2C%20Portugal
Porto,Camilo,Selected,,,,,,Contemporary,Special occasion,3,"Rua do Almada, 378, Porto, 4050-033, Portugal",+351 915 299 442,,,https://guide.michelin.com/en/porto-region/porto/restaurant/camilo,https://restaurante-camilo.pt/pt/home,Michelin,"This building was the backdrop to one of the most emblematic novels of Portuguese literature, as it was here that the writer Camilo Castelo Branco would meet his beloved Ana Plácido. In this establishment, spread over two storeys and with an open kitchen visible from the entrance, chef Diogo Coimbra presents contemporary cuisine with international influences, devised from national produce and placing fire and embers centre stage. Its concise menu features specialities such as Peixe curado (cured fish) accompanied by ikura roe and wakame seaweed and the succulent Magre de pato (duck magret) served in various forms according to the season… even with truffle. Alongside each dish on the menu, you will find a wine suggestion to pair with your choice!",45,avg €35; reports €50+ pp dinner; wine by glass €9,restaurante-camilo.pt / thefork,https://www.google.com/maps/search/?api=1&query=Camilo%2C%20Rua%20do%20Almada%2C%20378%2C%20Porto%2C%204050-033%2C%20Portugal
Porto,Cozinha das Flores,Selected,,,,,,Modern Cuisine,Special occasion,3,"Largo São Domingos 62, Porto, 4050-545, Portugal",+351 22 976 0001,,,https://guide.michelin.com/en/porto-region/porto/restaurant/cozinha-das-flores,https://cozinhadasflores.com/,Michelin,"Set within the luxurious boutique hotel The Largo, on the emblematic Largo de São Domingos, this restaurant pays homage to northern flavours, uniting tradition and innovation. With renowned chef Nuno Mendes at the helm, this welcoming space is a true spur to conviviality, thanks to its vibrant, intimate atmosphere around the open kitchen, where fire is the protagonist. From the tables, turned towards this culinary stage, it is possible to follow the preparation of a menu that favours seasonal ingredients, with dishes such as the Pastel de Nata (salgado) [a savoury take on the custard tart] with turnip cream and caviar, the Arroz caldoso do Sado (soupy rice) with blue lobster from Matosinhos—a fine option to share—and the surprising dessert Leite [a milk‑themed dessert], crafted from this ingredient in different textures—extremely light, delicate and packed with flavour!",45,avg €41; 3-course lunch €35,thefork / cozinhadasflores.com,https://www.google.com/maps/search/?api=1&query=Cozinha%20das%20Flores%2C%20Largo%20S%C3%A3o%20Domingos%2062%2C%20Porto%2C%204050-545%2C%20Portugal
Porto,Elemento,Selected,,,,,yes,Modern Cuisine,Special occasion,3,"Rua do Almada 51, Porto, 4050-036, Portugal",+351 22 492 8193,41.1465149,-8.6122347,https://guide.michelin.com/en/porto-region/porto/restaurant/elemento,https://elementoporto.com/,Michelin; Michelin wine list,"Chef Ricardo Dias Ferreira has unashamedly gone back to basics here, cooking exclusively over wood, to such an extent that he rarely uses the grill or oven. With his combination of traditional Portuguese cuisine, smoky flavours and modern touches, he offers à la carte options alongside an “8-moment” tasting menu, and his cuisine varies from day to day depending on the availability of ingredients from small-scale local producers. Allow yourself to be guided by recommendations from the interesting selection of Portuguese wines, and if you’re keen to enjoy the experience to the full, take a seat at the counter in front of the kitchen so you can watch the chefs in action at close quarters.",95,8-moment wood-fire tasting €95,elementoporto.com / thefork,https://www.google.com/maps/search/?api=1&query=Elemento%2C%20Rua%20do%20Almada%2051%2C%20Porto%2C%204050-036%2C%20Portugal
Porto,Fauno,Selected,,,,,,Contemporary,A moderate spend,2,"Rua Estreita de Lóios 5, Porto, 4050-244, Portugal",+351 22 319 5394,,,https://guide.michelin.com/en/porto-region/porto/restaurant/fauno,https://faunorestaurante.pt/,Michelin,"Behind the retro-style green glass doors of this restaurant, set on one of the city’s narrow streets, you will find a unique culinary space, led by brothers Pedro Amorim (sommelier) and Tiago Amorim (chef), who are launching their first joint project here. The cuisine focuses on a single tasting menu, which continually evolves in line with the seasons and the availability of local producers’ ingredients, showcased in dishes characterised by flawless execution and refined taste. For an even more surprising experience, pair each dish with the intriguing wine selection — mostly natural wines!",65,7-course tasting €60-70; lunch €45; pairing €30-40,faunorestaurante.pt / thefork,https://www.google.com/maps/search/?api=1&query=Fauno%2C%20Rua%20Estreita%20de%20L%C3%B3ios%205%2C%20Porto%2C%204050-244%2C%20Portugal
Porto,Liz,Selected,,,,,,Contemporary,A moderate spend,2,"Rua de Mota Pinto 170, Porto, 4100-354, Portugal",+351 22 616 8024,,,https://guide.michelin.com/en/porto-region/porto/restaurant/liz,https://www.restauranteliz.com/,Michelin,"In this cosy bistro-style restaurant, away from the bustle of the city centre, chef Daniel Carvalheira pays homage to his daughter and presents a highly gastronomic proposal, demonstrating a high level of technical mastery. In an intimate space lit by candlelight, the chef offers a tasting menu that blends his Mozambican and Portuguese roots with French cuisine, revealing flavourful dishes and refined presentations. Through a proposal based on seasonal products, delicacies arise such as pink coastal prawns with curry, adorned with crunchy cubes of guanciale and roasted‑lemon paste, monkfish served over a dashi beurre blanc with a creamy broccoli purée and, at the end, a little journey to the Azores archipelago, with pineapple and São Jorge cheese—an elegant, gentle finale!",80,9-moment surprise tasting €75-85; pairing €40,restauranteliz.com / thefork,https://www.google.com/maps/search/?api=1&query=Liz%2C%20Rua%20de%20Mota%20Pinto%20170%2C%20Porto%2C%204100-354%2C%20Portugal
